start_year,end_year,panel_id,column_id,entity_id,core_name,label,note,has_regime_link
-2300,-1700,turkmenistan,margiana,bmac,BMAC,BMAC (Bactria–Margiana Archaeological Complex),c.2300–1700 BCE,false
-2300,-1700,uzbekistan,transoxiana,bmac,BMAC,BMAC (Bactria–Margiana Archaeological Complex),c.2300–1700 BCE,false
-2300,-1700,uzbekistan,fergana,bmac,BMAC,BMAC (Bactria–Margiana Archaeological Complex),c.2300–1700 BCE,false
-2300,-750,poland,greater,unetice_culture,Únětice culture,Únětice culture → Urnfield culture,c.2300–750 BCE,false
-2300,-1200,iran,western,lullubi_kingdom,Lullubi Kingdom,Lullubi Kingdom,c.2300–1200 BCE,false
-2200,-1800,afghanistan,balkh,shortugai,Shortugai,Shortugai (Harappan colony),c.2200–1800 BCE,false
-2200,-1800,afghanistan,badakhshan,shortugai,Shortugai,Shortugai (Harappan colony — lapis lazuli source),c.2200–1800 BCE,false
-2200,-1400,italy,sicily,castelluccio_culture,Castelluccio culture,Castelluccio culture,c.2200–1400 BCE,false
-2200,-1500,armenia,main,trialeti_vanadzor_culture,Trialeti-Vanadzor culture,Trialeti-Vanadzor culture,c.2200–1500 BCE,false
-2200,-1500,georgia,south,trialeti_vanadzor_culture,Trialeti-Vanadzor culture,Trialeti-Vanadzor culture,c.2200–1500 BCE,false
-2181,-2055,egypt,lower,first_intermediate_period,First Intermediate Period,First Intermediate Period,c.2181–2055 BCE,false
-2154,-2112,iraq,nw,gutian_dynasty,Gutian dynasty,Gutian dynasty,c.2154–2112 BCE,false
-2154,-2112,iran,western,gutian_dynasty,Gutian dynasty,Gutian dynasty,c.2154–2112 BCE,false
-2112,-2004,iraq,nw,ur_iii,Third Dynasty of Ur,Third Dynasty of Ur (Ur III),c.2112–2004 BCE,true
-2112,-2004,iran,western,ur_iii,Ur III,Ur III (Neo-Sumerian),2112–2004 BCE,true
-2100,-1800,kazakhstan,ural,sintashta,Sintashta,Sintashta (earliest chariots),c.2100–1800 BCE,false
-2100,-2000,anatolia,central,gutians,Gutians,Gutians,c.2100–2000 BCE,false
-2070,-1600,china,north,xia,Xia,Xia (夏),~2070–1600 BCE,false
-2055,-1650,egypt,lower,middle_kingdom,Middle Kingdom,Middle Kingdom (11th–13th Dynasty),c.2055–1650 BCE,false
-2004,-1763,iraq,central,isin_larsa_period,Isin-Larsa period,Isin-Larsa period,c.2004–1763 BCE; Hittite sack of Babylon (c.1595 BCE),false
-2004,-1763,iraq,se,isin_larsa_period,Isin-Larsa period,Isin-Larsa period,c.2004–1763 BCE,false
-2000,-1500,afghanistan,herat,aryan_east_iranian_migrations,Aryan / East Iranian migrations,Aryan / East Iranian migrations,c.2000–1500 BCE,false
-2000,-1500,afghanistan,kandahar,aryan_migration_vedic_peoples,Aryan migration · Vedic peoples,Aryan migration · Vedic peoples,c.2000–1500 BCE,false
-2000,-1500,afghanistan,balkh,aryan_migrations,Aryan migrations,Aryan migrations — proto-Bactrian pastoralists,c.2000–1500 BCE,false
-2000,-900,kazakhstan,aral,andronovo_culture,Andronovo culture,Andronovo culture,c.2000–900 BCE,false
-2000,-900,kazakhstan,steppe,andronovo_culture,Andronovo culture,Andronovo culture,c.2000–900 BCE,false
-2000,-900,kazakhstan,zhetysu,andronovo_culture,Andronovo culture,Andronovo culture,c.2000–900 BCE,false
-2000,,uzbekistan,khorezm,indo_european_influx,Indo-European influx,Indo-European influx (Avestan peoples),c.2000 BCE,false
-2000,-900,uzbekistan,transoxiana,andronovo_culture,Andronovo culture,Andronovo culture,c.2000–900 BCE,false
-2000,-900,uzbekistan,fergana,andronovo_culture,Andronovo culture,Andronovo culture,c.2000–900 BCE,false
-2000,-200,xinjiang,kashgaria,tocharians,Tocharians,Tocharians (Indo-European western settlers),c.2000–200 BCE,false
-2000,,anatolia,west,indo_european_migrations,Indo-European migrations,Indo-European migrations,c.2000 BCE; Bronze Age Collapse (c.1200 BCE),false
-2000,-1600,iraq,sw,amorite_migrations,Amorite migrations,Amorite migrations,c.2000–1600 BCE,false
-2000,-1185,levant,coastal,ugarit,Ugarit,Ugarit,c.2000–1185 BCE,false
-2000,-1600,levant,damascus,qatna_amorite_kingdoms,Qatna / Amorite kingdoms,Qatna / Amorite kingdoms,c.2000–1600 BCE,false
-2000,,indonesia,sumatra,malay_peoples,Malay peoples,Malay peoples (Austronesian settlement),c.2000 BCE–,false
-2000,,indonesia,east,austronesian_settlement,Austronesian settlement,Austronesian settlement,c.2000 BCE–,false
-2000,-500,west_africa,west,tichitt_culture,Tichitt culture,Tichitt culture (Mauritania — early agropastoral),c.2000–500 BCE,false
-1950,-1750,anatolia,central,old_assyrian_colonies,Old Assyrian colonies,Old Assyrian colonies (Kārum Kanesh),c.1950–1750 BCE,false
-1950,-1750,iraq,nw,old_assyrian_colonies,Old Assyrian colonies,Old Assyrian colonies (Kārum),c.1950–1750 BCE,false
-1900,-1300,pakistan,south,vedic_age,Vedic Age,Vedic Age (dawn) — Jhukar culture · Cemetery H culture,c.1900–1300 BCE; Aryan migration · Iron Age introduction (c.1500–1000 BCE),false
-1895,-1595,iraq,sw,old_babylonian,Old Babylonian,Old Babylonian (western frontier),c.1895–1595 BCE,true
-1895,-1595,iraq,central,old_babylonian,Old Babylonian Empire,Old Babylonian Empire,c.1895–1595 BCE,true
-1895,-1595,iraq,se,old_babylonian,Old Babylonian Empire,Old Babylonian Empire,c.1895–1595 BCE,true
-1894,-1595,iran,western,old_babylonian,Old Babylonian,Old Babylonian,c.1894–1595 BCE,true
-1800,-1200,kazakhstan,ural,srubnaya_culture,Srubnaya culture,Srubnaya (Timber Grave) culture,c.1800–1200 BCE,false
-1800,-1200,kazakhstan,caspian,srubnaya_culture,Srubnaya culture,Srubnaya culture,c.1800–1200 BCE,false
-1800,-1200,kazakhstan,aral,andronovo,Andronovo,Andronovo → Alakul culture,c.1800–1200 BCE,false
-1800,-238,italy,sardinia,nuragic_civilization,Nuragic civilization,Nuragic civilization,c.1800–238 BCE,false
-1800,-1750,iraq,sw,andarig,Andarig,Andarig,c.1800–1750 BCE,false
-1800,-1600,levant,n_syria,yamhad,Yamhad,Yamhad (Aleppo),c.1800–1600 BCE,false
-1700,-1150,italy,north,terramare_culture,Terramare culture,Terramare culture,c.1700–1150 BCE,false
-1700,-1100,italy,center,apennine_culture,Apennine culture,Apennine culture,c.1700–1100 BCE,false
-1700,-1100,italy,south,apennine_culture,Apennine culture,Apennine culture,c.1700–1100 BCE,false
-1700,-500,scandinavia,norway,nordic_bronze_age,Nordic Bronze Age,Nordic Bronze Age,c.1700–500 BCE,false
-1700,-700,georgia,west,colchian_bronze_culture,Colchian Bronze culture,Colchian Bronze culture,c.1700–700 BCE,false
-1650,-1178,anatolia,central,hittite_empire,Hittite Empire,Hittite Empire,c.1650–1178 BCE,true
-1650,-1550,egypt,lower,second_intermediate_period,Second Intermediate Period,Second Intermediate Period — Hyksos (Delta) · Theban 17th (Upper),c.1650–1550 BCE,false
-1600,-1046,china,north,shang,Shang,Shang (商),~1600–1046 BCE,false
-1600,-750,france,north,tumulus_culture,Tumulus culture,Tumulus culture → Urnfield culture,c.1600–750 BCE,false
-1600,-1100,greece,north,mycenaean_civilization,Mycenaean civilization,Mycenaean civilization — Mycenae · Tiryns · Pylos,c.1600–1100 BCE,false
-1600,-1180,anatolia,west,mycenaean_culture,Mycenaean culture,Mycenaean culture,c.1600–1180 BCE,false
-1600,-1200,armenia,main,hayasa_azzi_confederation,Hayasa-Azzi confederation,Hayasa-Azzi confederation,c.1600–1200 BCE,false
-1600,-1155,iran,western,kassite_babylon,Kassite Babylon,Kassite Babylon,c.1600–1155 BCE,false
-1595,-1155,iraq,central,kassite_dynasty,Kassite dynasty,Kassite dynasty,c.1595–1155 BCE,false
-1595,-1155,iraq,se,kassite_dynasty,Kassite dynasty,Kassite dynasty,c.1595–1155 BCE,false
-1550,-1150,levant,coastal,egyptian_new_kingdom,Egyptian New Kingdom,Egyptian New Kingdom (coastal),c.1550–1150 BCE,false
-1550,-1150,levant,damascus,egyptian_new_kingdom,Egyptian New Kingdom,Egyptian New Kingdom,c.1550–1150 BCE,false
-1550,-1150,levant,palestine,egyptian_new_kingdom,Egyptian New Kingdom,Egyptian New Kingdom,c.1550–1150 BCE,false
-1550,-1070,sudan,north,egyptian_new_kingdom,Egyptian New Kingdom,Egyptian New Kingdom — Nubia (Kush as vassal),c.1550–1070 BCE,false
-1500,-700,afghanistan,herat,east_iranian_peoples,East Iranian peoples,East Iranian peoples (Avestan sphere — 'Haroiva'),c.1500–700 BCE,false
-1500,-550,afghanistan,kandahar,vedic_period,Vedic period,Vedic period (early/middle/late) — Arachosia,c.1500–550 BCE,false
-1500,-700,afghanistan,balkh,bactrian_pastoralists,Bactrian pastoralists,Bactrian pastoralists (Avestan 'Bāxδī' — holy land),c.1500–700 BCE,false
-1500,,afghanistan,badakhshan,east_iranian_highland_peoples,East Iranian highland peoples,East Iranian highland peoples,c.1500 BCE,false
-1500,-800,kazakhstan,zhetysu,karasuk_culture,Karasuk culture,Karasuk culture,c.1500–800 BCE,false
-1500,-800,uzbekistan,transoxiana,indo_european_migrations,Indo-European migrations,Indo-European migrations (West & East Iranian),c.1500–800 BCE,false
-1500,-800,uzbekistan,fergana,indo_european_migrations,Indo-European migrations,Indo-European migrations (East Iranian · Tocharian),c.1500–800 BCE,false
-1500,-1300,anatolia,east,mitanni_empire,Mitanni Empire,Mitanni Empire,c.1500–1300 BCE; Bronze Age Collapse (c.1200 BCE),true
-1500,-1260,armenia,main,mitanni_empire,Mitanni Empire,Mitanni Empire — suzerainty,c.1500–1260 BCE,true
-1500,-1300,iraq,nw,mitanni_empire,Mitanni Empire,Mitanni Empire,c.1500–1300 BCE,true
-1500,-1300,levant,n_syria,mitanni_kingdom,Mitanni Kingdom,Mitanni Kingdom,c.1500–1300 BCE,false
-1500,-1300,levant,damascus,mitanni,Mitanni,Mitanni,c.1500–1300 BCE,false
-1500,-500,pakistan,south,vedic_age,Vedic Age,Vedic Age (early / late) — Aryan expansion,c.1500–500 BCE,false
-1400,-800,afghanistan,kabul,gandara_grave_culture,Gandara Grave Culture,Gandara Grave Culture,c.1400–800 BCE,false
-1400,-600,afghanistan,kabul,gandara_grave_culture,Gandara Grave Culture,Gandara Grave Culture — early Indo-Aryan,c.1400–600 BCE,false
-1400,-900,kazakhstan,steppe,begazy_dandybai_culture,Begazy–Dandybai culture,Begazy–Dandybai culture,c.1400–900 BCE,false
-1400,-900,italy,sicily,thapsos_culture,Thapsos culture,Thapsos culture,c.1400–900 BCE,false
-1400,-1200,armenia,main,hittite_empire,Hittite Empire,Hittite Empire — suzerainty,c.1400–1200 BCE,true
-1392,-1056,anatolia,east,middle_assyrian_empire,Middle Assyrian Empire,Middle Assyrian Empire,c.1392–1056 BCE,false
-1392,-1056,iraq,nw,middle_assyrian_empire,Middle Assyrian Empire,Middle Assyrian Empire,c.1392–1056 BCE,false
-1350,-1180,levant,n_syria,hittite_empire,Hittite Empire,Hittite Empire,c.1350–1180 BCE,true
-1300,-700,france,north,atlantic_bronze_age,Atlantic Bronze Age,Atlantic Bronze Age,c.1300–700 BCE,false
-1300,-500,poland,greater,lusatian_culture,Lusatian culture,Lusatian culture,c.1300–500 BCE,false
-1300,-860,armenia,peripheral,nairi_kingdoms,Nairi kingdoms,Nairi kingdoms (highland confederation),c.1300–860 BCE,false
-1300,-600,georgia,west,colchis_kingdom,Colchis Kingdom,Colchis Kingdom (Egrisi),c.1300–600 BCE,false
-1270,-730,italy,sicily,pantalica_culture,Pantalica culture,Pantalica culture,c.1270–730 BCE,false
-1200,-550,afghanistan,kandahar,gandara_kamboja,Gandara · Kamboja,Gandara · Kamboja (Rigvedic peoples),c.1200–550 BCE,false
-1200,-550,afghanistan,kabul,gandara_kamboja,Gandara · Kamboja,Gandara · Kamboja (eastern border peoples),c.1200–550 BCE,false
-1200,-900,italy,north,proto_villanovan_culture,Proto-Villanovan culture,Proto-Villanovan culture,c.1200–900 BCE,false
-1200,-695,anatolia,west,phrygian_kingdom,Phrygian Kingdom,Phrygian Kingdom,c.1200–695 BCE,false
-1200,-1150,levant,n_syria,late_bronze_age_collapse_sea_peoples,Late Bronze Age Collapse · Sea Peoples,Late Bronze Age Collapse · Sea Peoples,c.1200–1150 BCE,false
-1200,-700,levant,n_syria,neo_hittite_states,Neo-Hittite states,Neo-Hittite states,c.1200–700 BCE,false
-1200,-332,levant,coastal,phoenician_states,Phoenician city-states,Phoenician city-states (Byblos · Sidon · Tyre),c.1200–332 BCE,true
-1200,-732,levant,damascus,aram_damascus,Aram-Damascus,Aram-Damascus,c.1200–732 BCE,false
-1200,-275,yemen,west,kingdom_of_saba,Kingdom of Saba,Kingdom of Saba (Sheba — Ma'rib),c.1200–275 BCE,true
-1200,-500,india,upper_ganges,kuru_kingdom_panchala_kingdom,Kuru Kingdom · Panchala Kingdom,Kuru Kingdom · Panchala Kingdom,c.1200–500 BCE; Painted Grey Ware culture,false
-1185,,levant,coastal,ugarit,Ugarit,Ugarit,–1185 BCE,false
-1180,-700,anatolia,central,neo_hittite_kingdoms,Neo-Hittite kingdoms,Neo-Hittite kingdoms,c.1180–700 BCE,false
-1180,-700,anatolia,east,neo_hittite_kingdoms,Neo-Hittite kingdoms,Neo-Hittite kingdoms,c.1180–700 BCE,false
-1115,-760,georgia,south,diauehi_kingdom,Diauehi Kingdom,Diauehi Kingdom,c.1115–760 BCE,false
-1100,-800,greece,north,greek_dark_ages,Greek Dark Ages,Greek Dark Ages — migrations · depopulation,c.1100–800 BCE,false
-1100,-500,iberia,andalus,tartessian_civilization,Tartessian civilization,Tartessian civilization (Guadalquivir),c.1100–500 BCE,false
-1100,,iberia,andalus,phoenician_colonies,Phoenician colonies,Phoenician colonies (Gadir · Málaga · Sexi),c.1100 BCE–,false
-1100,-732,levant,n_syria,aramaean_kingdoms,Aramaean kingdoms,Aramaean kingdoms (Bit Adini etc.),c.1100–732 BCE,false
-1100,,morocco,atlantic,phoenician_lixus,Phoenician Lixus,Phoenician Lixus,c.1100 BCE,false
-1100,,tunisia,tunis,phoenician_utica,Phoenician Utica,Phoenician Utica,c.1100 BCE,false
-1100,-500,india,indus,late_vedic_period,Late Vedic period,Late Vedic period,c.1100–500 BCE,false
-1080,-945,egypt,upper,high_priests_of_amun,High Priests of Amun,High Priests of Amun (Thebes),1080–945 BCE,false
-1069,-945,egypt,lower,21st_dynasty,21st Dynasty,21st Dynasty (Tanis),1069–945 BCE,false
-1046,-771,china,north,western_zhou,Western Zhou,Western Zhou (西周) — 1046–771 BCE,,false
-1000,-600,afghanistan,balkh,central_asian_nomadic_groups,Central Asian nomadic groups,Central Asian nomadic groups,c.1000–600 BCE,false
-1000,,afghanistan,badakhshan,nuristani_dardic_ancestors,Nuristani / Dardic ancestors,Nuristani / Dardic ancestors (non-Indo-Iranian),c.1000 BCE,false
-1000,-700,kazakhstan,ural,proto_scythian_cultures,Proto-Scythian cultures,Proto-Scythian cultures,c.1000–700 BCE,false
-1000,-700,kazakhstan,caspian,cimmerian_early_saka,Cimmerian / early Saka,Cimmerian / early Saka,c.1000–700 BCE,false
-1000,-700,kazakhstan,aral,saka_nomads,Saka nomads,Saka nomads (early),c.1000–700 BCE,false
-1000,-247,turkmenistan,parthia,dahae_parni,Dahae / Parni,Dahae / Parni (proto-Parthian nomads),c.1000–247 BCE,false
-1000,-200,xinjiang,turfan,cheshi_jushi_people,Cheshi / Jushi people,Cheshi / Jushi people (proto-Turfan),c.1000–200 BCE,false
-1000,,iberia,portugal,lusitanians,Lusitanians,Lusitanians,c.1000 BCE–,false
-1000,,iberia,castile,basques,Basques,Basques (Pyrenees — continuous),c.1000 BCE–,false
-1000,,iberia,aragon,basques,Basques,Basques (Vascones · Pyrenees),c.1000 BCE– (pre-IE),false
-1000,,italy,south,italic_peoples,Italic peoples,Italic peoples (Oscan · Samnite · Lucanian),c.1000 BCE–,false
-1000,,italy,north,venetians,Venetians,Venetians (Adriatic coast),c.1000 BCE–,false
-1000,,italy,center,latin_sabine_samnite_peoples,Latin · Sabine · Samnite peoples,Latin · Sabine · Samnite peoples,c.1000 BCE–,false
-1000,-546,anatolia,west,ancient_greek_colonies,Ancient Greek colonies,Ancient Greek colonies,c.1000–546 BCE,false
-1000,200,vietnam,center,sa_huynh_culture,Sa Huỳnh culture,Sa Huỳnh culture (proto-Cham),c.1000 BCE–200 CE,false
-1000,300,west_africa,east,nok_culture,Nok culture,Nok culture (central Nigeria — earliest sub-Saharan sculpture),c.1000 BCE–300 CE,false
-945,-720,egypt,lower,22nd_dynasty,22nd Dynasty,22nd Dynasty (Bubastite / Libyan),945–720 BCE,false
-945,-837,egypt,upper,22nd_dynasty,22nd Dynasty,22nd Dynasty (nominal),945–837 BCE,false
-912,-612,anatolia,east,neo_assyrian_empire,Neo-Assyrian Empire,Neo-Assyrian Empire,912–612 BCE,true
-912,-612,iraq,nw,neo_assyrian_empire,Neo-Assyrian Empire,Neo-Assyrian Empire,912–612 BCE,true
-911,-609,levant,n_syria,neo_assyrian_empire,Neo-Assyrian Empire,Neo-Assyrian Empire,911–609 BCE,true
-911,-609,iran,western,neo_assyrian_empire,Neo-Assyrian Empire,Neo-Assyrian Empire,911–609 BCE,true
-900,-100,turkmenistan,margiana,saka_massagetae,Saka / Massagetae,Saka / Massagetae,c.900–100 BCE,false
-900,-700,italy,north,villanovan_culture,Villanovan culture,Villanovan culture,c.900–700 BCE,false
-900,-400,italy,north,este_golasecca_cultures,Este · Golasecca cultures,Este · Golasecca cultures,c.900–400 BCE,false
-900,-700,italy,center,villanovan_culture,Villanovan culture,Villanovan culture (central),c.900–700 BCE,false
-900,-600,italy,center,latial_culture,Latial culture,Latial culture,c.900–600 BCE,false
-900,-550,italy,sardinia,phoenician_colonies,Phoenician colonies,Phoenician colonies (Tharros · Nora · Sulcis),c.900–550 BCE,false
-900,-300,arabia,yemen,yemeni_petty_kingdoms,Yemeni petty kingdoms,Yemeni petty kingdoms,"Minaean · Qatabanian · Hadramawt, c.900–300 BCE",false
-900,275,arabia,yemen,kingdom_of_saba,Kingdom of Saba,Kingdom of Saba (Sheba),c.900 BCE–275 CE,true
-900,-612,arabia,gulf,neo_assyrian_empire,Assyrian Empire,Assyrian Empire,c.900–612 BCE,true
-900,,algeria,west,phoenician_coastal_settlements,Phoenician coastal settlements,Phoenician coastal settlements (c.900 BCE),Tipasa · Iol/Cherchell · Hippo Regius,false
-860,-590,armenia,main,kingdom_of_urartu,Kingdom of Urartu,Kingdom of Urartu,860–590 BCE,true
-860,-590,georgia,south,kingdom_of_urartu,Urartu suzerainty,Urartu suzerainty,c.860–590 BCE,true
-860,-590,iran,azerbaijan,urartu,Urartu,Urartu,c.860–590 BCE,false
-850,-616,azerbaijan,arran,manna_kingdom,Manna Kingdom,Manna Kingdom,c.850–616 BCE,false
-850,-616,iran,azerbaijan,mannai_kingdom,Mannai Kingdom,Mannai Kingdom,c.850–616 BCE,false
-837,-728,egypt,upper,23rd_dynasty,23rd Dynasty,23rd Dynasty (Leontopolis),837–728 BCE,false
-814,-146,tunisia,tunis,carthage,Carthage,Carthage (Punic civilization),c.814–146 BCE,true
-800,-300,manchuria,west,shanrong,Shanrong,Shanrong,c.800–300 BCE,false
-800,,britain_ireland,wales,britons,Britons,Britons (Brythonic Celts),c.800 BCE–,false
-800,-450,france,north,hallstatt_culture,Hallstatt culture,Hallstatt culture,c.800–450 BCE,false
-800,,france,south,aquitani,Aquitani,"Aquitani (pre-Celtic, Basque-related)",c.800 BCE–,false
-800,,iberia,portugal,celts,Celts,Celts (NW Gallaecia),c.800 BCE–,false
-800,-200,iberia,castile,celtiberians,Celtiberians,Celtiberians,c.800–200 BCE,false
-800,,iberia,castile,iberians,Iberians,Iberians (eastern & southern),c.800 BCE–,false
-800,,iberia,aragon,iberians,Iberians,Iberians (Mediterranean coast),c.800 BCE–,false
