id,name,parent_id,description,founded
denominations,Denominations,hinduism,,
dharma_traditions,Dharma traditions,other_dharmic_traditions,,
dharmic_religions,DHARMIC RELIGIONS,,,
digambara,Digambara,jainism,,
donatism,Donatism,historical_sects,,
druze,Druze,modern_minority_traditions,,
early_christianity,Early Christianity,christianity,,
early_church,Early Church,early_christianity,,
east_asian_buddhism,East Asian Buddhism,mahayana_buddhism,,
east_asian_confucianism,East Asian Confucianism,confucianism,,
east_asian_traditions,EAST ASIAN TRADITIONS,,,
eastern_catholic_churches,Eastern Catholic Churches,catholic,,
eastern_orthodox,Eastern Orthodox,christianity,,
egyptian_religion,Egyptian religion,ancient_near_eastern,,
elamite_religion,Elamite religion,ancient_near_eastern,,
eritrean_tewahido_church,Eritrean Tewahido Church,oriental_orthodox,,
ethical_culture,Ethical Culture,philosophical_secular_traditions,,
ethiopian_indigenous_religion,Ethiopian indigenous religion,african_traditions,,
ethiopian_tewahido_church,Ethiopian Tewahido Church,oriental_orthodox,,
etruscan_religion,Etruscan religion,ancient_mediterranean,,
european_folk_christianity,European folk Christianity,popular_folk_religion,,
european_paganism,European Paganism,pagan_polytheistic_traditions,,
evangelical,Evangelical,protestant,,
folk_shinto,Folk Shinto,shinto_traditions,,
forest_tradition,Forest Tradition,theravada_buddhism,,
gaudiya_vaishnavism,Gaudiya Vaishnavism,denominations,,
gelug_school,Gelug School,vajrayana_buddhism,,
georgian_orthodox,Georgian Orthodox,eastern_orthodox,,
germanic_paganism,Germanic paganism,european_paganism,,
gnostic_christianity,Gnostic Christianity,early_christianity,,
gnosticism,Gnosticism,historical_sects,,
greek_orthodox,Greek Orthodox,eastern_orthodox,,
greek_paganism,Greek paganism,european_paganism,,
hanafi_school,Hanafi School,sunni,,
hanbali_school,Hanbali School,sunni,,
hawaiian_religion,Hawaiian religion,pacific_oceanic_traditions,,
heathenry,Heathenry,modern_spiritual_movements,,
hermeticism,Hermeticism,zoroastrian_offshoots,,
hindu_buddhism,Hindu-Buddhism,syncretic_blends,,
hinduism,Hinduism,dharmic_religions,,
historical_judaism,Historical Judaism,judaism,,
historical_religion_blending_zoroastrian_and_christian_elements,Historical religion blending Zoroastrian and Christian elements,manichaeism,,
historical_sects,Historical Sects,lesser_known_minority_traditions,,
hittite_religion,Hittite religion,ancient_near_eastern,,
humanism,Humanism,philosophical_secular_traditions,,
ibadi_islam,Ibadi Islam,other_islamic_schools,,
igbo_religion,Igbo religion,african_traditions,,
inca_religion,Inca Religion,indigenous_american_traditions,Inca worship centered on Inti (sun god),
indigenous_american_traditions,Indigenous American Traditions,animism_indigenous_traditions,,
irani_zoroastrianism,Irani Zoroastrianism,zoroastrianism,,
iranian_traditions,IRANIAN TRADITIONS,,,
islam,Islam,abrahamic_religions,,
islamic_folk_blends,Islamic-Folk blends,syncretic_blends,,
ismaili_shia,Ismaili Shia,shia,,
jainism,Jainism,dharmic_religions,,
japanese_buddhism,Japanese Buddhism,other_buddhist_schools,,
japanese_confucianism,Japanese Confucianism,east_asian_confucianism,,
japanese_folk_religion,Japanese folk religion,popular_folk_religion,,
japanese_folk_religion,Japanese folk religion,other_east_asian_traditions,,
japanese_shinto,Japanese Shinto,shamanic_spiritual_traditions,,
jehovah's_witnesses,Jehovah's Witnesses,protestant,,
judaism,Judaism,abrahamic_religions,,
kagyu_school,Kagyu School,vajrayana_buddhism,,
karaite_judaism,Karaite Judaism,historical_judaism,,
kashmir_shaivism,Kashmir Shaivism,denominations,,
korean_buddhism,Korean Buddhism,other_buddhist_schools,,
korean_confucianism,Korean Confucianism,east_asian_confucianism,,
korean_folk_religion,Korean folk religion,popular_folk_religion,,
korean_shamanism,Korean shamanism,shamanic_spiritual_traditions,,
korean_shamanism,Korean shamanism,other_east_asian_traditions,,
legalism,Legalism,other_east_asian_traditions,,
lesser_known_minority_traditions,LESSER-KNOWN & MINORITY TRADITIONS,,,
lutheranism,Lutheranism,protestant,,
mahayana_buddhism,Mahayana Buddhism,buddhism,,
major_traditions,Major Traditions,hinduism,,
malagasy_religion,Malagasy religion,african_traditions,,
maliki_school,Maliki School,sunni,,
manchu_shamanism,Manchu shamanism,shamanic_spiritual_traditions,,
mandaeanism,Mandaeanism,modern_minority_traditions,,
manichaeism,Manichaeism,iranian_traditions,,
manichaeism,Manichaeism,historical_sects,,
maya_religion,Maya Religion,indigenous_american_traditions,Maya polytheism and cosmology,
melanesian_religion,Melanesian religion,pacific_oceanic_traditions,,
mesoamerican_religion,Mesoamerican religion,indigenous_american_traditions,,
mesopotamian_religion,Mesopotamian religion,ancient_near_eastern,,
methodism,Methodism,protestant,,
middle_eastern_north_african,Middle Eastern & North African,pagan_polytheistic_traditions,,
minoan_religion,Minoan religion,ancient_mediterranean,,
modern_minority_traditions,Modern Minority Traditions,lesser_known_minority_traditions,,
modern_spiritual_movements,Modern Spiritual Movements,new_religious_movements_syncretic_traditions,,
mohism,Mohism,other_east_asian_traditions,,
monophysitism,Monophysitism,historical_sects,,
mormonism,Mormonism,protestant,,
nabataean_paganism,Nabataean paganism,middle_eastern_north_african,,
nation_of_islam,Nation of Islam,contemporary_movements,,
native_american_spirituality,Native American spirituality,indigenous_american_traditions,,
neo_confucian_shinto,Neo-Confucian Shinto,syncretic_traditions,,
neo_confucianism,Neo-Confucianism,confucianism,,
neo_hinduism,Neo-Hinduism,other_dharmic_traditions,,
nestorian_christianity,Nestorian Christianity,historical_sects,,
nestorianism,Nestorianism,early_christianity,,
new_age_spirituality,New Age spirituality,contemporary_movements,,
new_religious_movements_syncretic_traditions,NEW RELIGIOUS MOVEMENTS & SYNCRETIC TRADITIONS,,,
new_thought,New Thought,modern_spiritual_movements,,
nichiren_buddhism,Nichiren Buddhism,mahayana_buddhism,,
nyingma_school,Nyingma School,vajrayana_buddhism,,
oriental_orthodox,Oriental Orthodox,christianity,,
orthodox_judaism,Orthodox Judaism,rabbinic_judaism,,
other_buddhist_schools,Other Buddhist Schools,buddhism,,
other_dharmic_traditions,Other Dharmic Traditions,dharmic_religions,,
other_east_asian_traditions,Other East Asian Traditions,east_asian_traditions,,
other_islamic_schools,Other Islamic Schools,islam,,
pacific_oceanic_traditions,Pacific & Oceanic Traditions,animism_indigenous_traditions,,
pagan_polytheistic_traditions,Pagan & Polytheistic Traditions,animism_indigenous_traditions,,
parsi_zoroastrianism,Parsi Zoroastrianism,zoroastrianism,,
pentecostalism,Pentecostalism,protestant,,
pharisaic_judaism,Pharisaic Judaism,historical_judaism,,
philosophical_secular_traditions,Philosophical & Secular Traditions,lesser_known_minority_traditions,,
philosophical_taoism,Philosophical Taoism,taoism_daoism,,
phoenician_religion,Phoenician Religion,pagan_polytheistic_traditions,Canaanite-derived polytheism of Phoenician city-states,
polynesian_religion,Polynesian religion,pacific_oceanic_traditions,,
popular_folk_religion,Popular & Folk Religion,religious_syncretism_folk_practices,,
popular_religion,Popular Religion,taoism_daoism,,
protestant,Protestant,christianity,,
pure_land_buddhism,Pure Land Buddhism,mahayana_buddhism,,
quanzhen_school,Quanzhen School,religious_taoism,,
rabbinic_judaism,Rabbinic Judaism,judaism,,
rastafarianism,Rastafarianism,contemporary_movements,,
reconstructionist_judaism,Reconstructionist Judaism,rabbinic_judaism,,
reform_judaism,Reform Judaism,rabbinic_judaism,,
religious_syncretism_folk_practices,RELIGIOUS SYNCRETISM & FOLK PRACTICES,,,
religious_taoism,Religious Taoism,taoism_daoism,,
roman_catholicism,Roman Catholicism,catholic,,
roman_paganism,Roman paganism,european_paganism,,
roman_religion,Roman religion,ancient_mediterranean,,
romanian_orthodox,Romanian Orthodox,eastern_orthodox,,
russian_orthodox,Russian Orthodox,eastern_orthodox,,
sadducean_judaism,Sadducean Judaism,historical_judaism,,
sakya_school,Sakya School,vajrayana_buddhism,,
salafism,Salafism,other_islamic_schools,,
samaritan_judaism,Samaritan Judaism,historical_judaism,,
san_religion,San religion,african_traditions,,
santeria,Santeria,syncretic_hybrid_traditions,,
school_of_mind,School of Mind,neo_confucianism,,
school_of_principle,School of Principle,neo_confucianism,,
scythian_religion,Scythian religion,ancient_indo_iranian,,
sectarian_shinto,Sectarian Shinto,shinto_traditions,,
secular_buddhism,Secular Buddhism,philosophical_secular_traditions,,
serbian_orthodox,Serbian Orthodox,eastern_orthodox,,
seventh_day_adventism,Seventh-day Adventism,protestant,,
shabakism,Shabakism,modern_minority_traditions,,
shafi'i_school,Shafi'i School,sunni,,
shaivism,Shaivism,major_traditions,,
shaktism,Shaktism,major_traditions,,
shamanic_spiritual_traditions,Shamanic & Spiritual Traditions,animism_indigenous_traditions,,
shia,Shia,islam,,
shinto,Shinto,east_asian_traditions,,
shinto_buddhism,Shinto-Buddhism,syncretic_blends,,
shinto_buddhism_syncretism,Shinto-Buddhism syncretism,syncretic_traditions,,
shinto_traditions,Shinto Traditions,shinto,,
shrine_shinto,Shrine Shinto,shinto_traditions,,
shvetambara,Shvetambara,jainism,,
sikhism,Sikhism,dharmic_religions,,
sky_clad_tradition,Sky-clad tradition,digambara,,
slavic_paganism,Slavic paganism,european_paganism,,
smartism,Smartism,major_traditions,,
south_arabian_religion,South Arabian Religion,pagan_polytheistic_traditions,Polytheistic religion of ancient Yemen kingdoms,
spiritualism,Spiritualism,modern_spiritual_movements,,
sri_lankan_buddhism,Sri Lankan Buddhism,theravada_buddhism,,
sri_vaishnava,Sri Vaishnava,denominations,,
state_shinto,State Shinto,shinto_traditions,,
sufism,Sufism,other_islamic_schools,,
sunni,Sunni,islam,,
sunni_hanafi,Sunni Islam (Hanafi),sunni,Hanafi school of Sunni jurisprudence,
sunni_shafi,Sunni Islam (Shafi'i),sunni,Shafi'i school of Sunni jurisprudence,
syncretic_blends,Syncretic Blends,religious_syncretism_folk_practices,,
syncretic_hybrid_traditions,Syncretic & Hybrid Traditions,new_religious_movements_syncretic_traditions,,
syncretic_traditions,Syncretic Traditions,shinto,,
syncretism_with_buddhism,Syncretism with Buddhism,popular_religion,,
syriac_orthodox,Syriac Orthodox,eastern_orthodox,,
tantra,Tantra,denominations,,
taoism_daoism,Taoism / Daoism,east_asian_traditions,,
temple_judaism,Temple Judaism,historical_judaism,,
tengrism,Tengrism,shamanic_spiritual_traditions,,
thai_buddhism,Thai Buddhism,theravada_buddhism,,
theosophy,Theosophy,modern_spiritual_movements,,
theravada_buddhism,Theravada Buddhism,buddhism,,
twelver_shia,Twelver Shia,shia,,
ugaritic_religion,Ugaritic religion,ancient_near_eastern,,
umbanda,Umbanda,syncretic_hybrid_traditions,,
unification_church,Unification Church,contemporary_movements,,
vaishnavism,Vaishnavism,major_traditions,,
vajrayana_buddhism,Vajrayana Buddhism,buddhism,,
vedanta,Vedanta,denominations,,
vedic_religion,Vedic religion,ancient_indo_iranian,,
vietnamese_buddhism,Vietnamese Buddhism,other_buddhist_schools,,
vietnamese_confucianism,Vietnamese Confucianism,east_asian_confucianism,,
vietnamese_folk_religion,Vietnamese folk religion,popular_folk_religion,,
vodou_voodoo,Vodou / Voodoo,syncretic_hybrid_traditions,,
wahabism,Wahabism,other_islamic_schools,,
white_clad_tradition,White-clad tradition,shvetambara,,
wicca_modern_paganism,Wicca & Modern Paganism,modern_spiritual_movements,,
yazidism,Yazidism,modern_minority_traditions,,
yoruba_religion,Yoruba religion,african_traditions,,
zaydi_shia,Zaydi Shia,shia,,
zhengyi_school,Zhengyi School,religious_taoism,,
zoroastrian_offshoots,Zoroastrian Offshoots,zoroastrianism,,
zoroastrianism,Zoroastrianism,iranian_traditions,,
zulu_spirituality,Zulu spirituality,african_traditions,,
zurvanism,Zurvanism,zoroastrian_offshoots,,
