entity_id,entity_type,canonical_name,dynasty,panel_count,panels,source_labels
umayyad_caliphate,existing_polity,Umayyad Caliphate,,23,afghanistan|turkmenistan|uzbekistan|iberia|arabia|armenia|azerbaijan|egypt|georgia|iraq|levant|morocco|algeria|libya|tunisia|iran|pakistan,Umayyad Caliphate | Umayyad Caliphate (Tokharistan) | Umayyad Caliphate (Transoxiana conquest) | Umayyad conquest | Umayyad conquest (partial) | Umayyad Caliphate (Al-Andalus) | Umayyad Caliphate (Arminiya) | Umayyad Caliphate (capital: Damascus) | Umayyad Caliphate — conquest of the Maghreb | Umayyad Caliphate — Sindh Province
zunbil_dynasty,existing_polity,Zunbil dynasty (Zabulistan,,3,afghanistan|india,Zunbil dynasty (Zabulistan — resisted Arab conquest for 200 years) | Zunbil dynasty (finally conquered by Saffarids) | Zunbil dynasty (Zabulistan)
tocharistan_yabgu,unclassified,Tocharistan Yabgu,,1,afghanistan,Tocharistan Yabgu (northern Kandahar fringe)
turk_shahis,existing_polity,Türk Shahis,,4,afghanistan|pakistan,Türk Shahis (Buddhist Kabul rulers) | Türk Shahis → Hindu Shahis (drove out Türk Shahis) | Turk Shahis (Kabul & Gandhara) | Turk Shahis → Hindu Shahis (Gandhara)
tang_dynasty,existing_polity,Tang Dynasty / Anxi Protectorate,,13,afghanistan|xinjiang|china|manchuria|mongolia|vietnam,"Tang Dynasty / Anxi Protectorate (nominal) | Tang tributary (Duolu/Nushibi Turks) | Tang Dynasty — Anxi Protectorate (安西都護府, garrison: Kashgar) | Tang Dynasty — Anxi Protectorate | Tang Dynasty (唐) | Tang | Tang — declining | Tang → regional Mohe chiefs | Tang (唐) | Tang dynasty (唐) | Tang dynasty — Giao Châu (An Nam đô hộ phủ)"
abbasid_caliphate,existing_polity,Abbasid Caliphate,,25,afghanistan|turkmenistan|uzbekistan|arabia|armenia|azerbaijan|egypt|georgia|iraq|levant|yemen|algeria|libya|iran|pakistan,Abbasid Caliphate | Abbasid Caliphate (Arminiya) | Abbasid restored | Abbasid Caliphate (Islamic Golden Age · Samarra period) | Abbasid Caliphate (nominal · Baghdad) | Abbasid Caliphate (nominal) | Rashidun · Umayyad · Abbasid caliphates | Abbasid / Muhallabid governors | Abbasid Caliphate — Sindh Province
tahirid_dynasty,existing_polity,Tahirid dynasty,,10,afghanistan|turkmenistan|uzbekistan|arabia|yemen|iran|pakistan,Tahirid dynasty | Tahirid Dynasty | Tahirid dynasty (nominal)
saffarid_dynasty,existing_polity,Saffarid dynasty (capital: Zaranj,,9,afghanistan|turkmenistan|iran|pakistan,Saffarid dynasty (capital: Zaranj — rose from Sistan) | Saffarid dynasty | Saffarid Dynasty | Saffarid (remnant)
samanid_empire,existing_polity,Samanid dynasty,,9,afghanistan|turkmenistan|uzbekistan|iran,Samanid dynasty | Samanid dynasty (capital: Bukhara) | Samanid Empire
second_turkic_empire,polity,Second Türkic Empire,,1,afghanistan,Second Türkic Empire (nominal suzerainty)
semi_independent_samanid_influence,regime,Semi-independent / Samanid influence,Semi-independent / Samanid influence,1,afghanistan,Semi-independent / Samanid influence
ghaznavid_empire,existing_polity,Ghaznavid dynasty,,16,afghanistan|turkmenistan|uzbekistan|iran|india|pakistan,Ghaznavid dynasty | Ghaznavid dynasty (capital: Ghazni near here) | Ghaznavid dynasty (Ghazni capital) | Ghaznavid / Ghorid | Ghaznavid Empire | Ghaznavid / Ghurid | Ghaznavid Empire — Mahmud's 17 raids | Ghaznavid Empire — Mahmud's 17 raids into India
seljuk_empire,existing_polity,Seljuk Empire (Herat,,22,afghanistan|turkmenistan|uzbekistan|anatolia|arabia|armenia|azerbaijan|iraq|levant|iran,Seljuk Empire (Herat — defeat of Ghaznavids) | Seljuk Empire | Seljuk Empire (Kabul area) | Seljuk Empire (capital at Merv under Sultan Sanjar) | Seljuk · 1st Beyliks (Smyrna · Germiyan · Menteshe · Saruhan · Karasi · Hamid) | Seljuk · Rum Sultanate · Danishmend · Mengujek | Seljuk · 1st Beyliks (Shah-Armen · Saltuk · Artuqid) | Seljuk suzerainty (nominal) | Seljuk conquest — Ani falls | Seljuk suzerainty | Seljuk (Damascus)
ghorid_dynasty,existing_polity,Ghorid dynasty,,8,afghanistan|turkmenistan|iran|india|pakistan,Ghorid dynasty | Ghorid dynasty (Balkh capital at times) | Ghurid Sultanate | Ghorid Sultanate — Muhammad of Ghor | Ghorid Sultanate — Muhammad of Ghor conquers Punjab
khwarazmian_empire,existing_polity,Khwarazmian Empire,,10,afghanistan|turkmenistan|uzbekistan|xinjiang|iran,Khwarazmian Empire | Khwarazmian Empire (Anushteginid) | Khwarazmian Empire (Anushteginid — capital: Urgench) | Khwarazmian Empire (brief)
hindu_shahis,existing_polity,Hindu Shahis,,2,afghanistan|india,Hindu Shahis (eastern reaches to 1026) | Hindu Shahis (NW India & Gandhara)
mongol_empire,existing_polity,Mongol Empire,,29,afghanistan|kazakhstan|turkmenistan|uzbekistan|xinjiang|china|manchuria|mongolia|hungary|armenia|azerbaijan|georgia|iran|pakistan,Mongol Empire (Herat sacked 1221; rebuilt) | Mongol Empire | Mongol Empire (Balkh destroyed 1220 — 'Mother of Cities' never fully recovered) | Mongol Empire → Il-Khanate → Chagatai | Mongol Empire — Chagatai Khanate | Mongol Empire — Ogedei Khanate | Mongol Empire — Genghis Khan | Mongol Empire (大蒙古国) | Mongol Empire — western invasion | Mongol Empire — northern front | Mongol Empire (蒙古帝國) | Mongol Invasion | Mongol Empire invasion | Mongol Conquest | Mongol Empire — invasions repelled
kart_dynasty,regime,Kart dynasty (local Persian rulers under Mongol suzerainty),Kart dynasty,2,afghanistan|pakistan,Kart dynasty (local Persian rulers under Mongol suzerainty) | Kart dynasty (Gandhara periphery)
ilkhanate,existing_polity,Il-Khanate,,17,afghanistan|turkmenistan|armenia|azerbaijan|georgia|iraq|iran,Il-Khanate (Herat under Kart as vassals) | Il-Khanate | Ilkhanate
timurid_empire,existing_polity,Timurid Empire (Herat,,22,afghanistan|kazakhstan|turkmenistan|uzbekistan|armenia|azerbaijan|iran|india|pakistan,Timurid Empire (Herat — cultural golden age) | Timurid Empire | Timurid / Mughal influence | Timurid Empire (southeastern) | Timurid fragmentation | Timurid Empire (capital: Samarkand) | Timurid Empire — Timur sacks Delhi (1398)
chagatai_khanate,existing_polity,Chagatai Khanate,,11,afghanistan|kazakhstan|uzbekistan|xinjiang|mongolia|pakistan,Chagatai Khanate (southern Afghanistan) | Chagatai Khanate (Transoxiana/Bactria) | Chagatai Khanate (Kabul area) | Chagatai Khanate / Moghulistan | Chagatai Khanate | Western Chagatai Khanate | Chagatai Khanate (eastern — Moghulistan) | Chagatai Khanate (eastern part) | Chagatai Khanate (察合台汗國) | Eastern Chagatai Khanate (incursions)
delhi_sultanate,existing_polity,Delhi Sultanate,,15,afghanistan|india|pakistan,Delhi Sultanate — Khalji / Tughluq (raids) | Delhi Sultanate — Slave · Khalji · Tughluq · Sayyid · Lodi (Kabul contested) | Delhi Sultanate (Mamluk / Slave dynasty) | Delhi Sultanate expansion into Bengal | Delhi Sultanate (Khalji dynasty) — Alauddin Khalji · Malik Kafur raids Deccan & South | Delhi Sultanate — Khalji conquests in Deccan | Delhi Sultanate (Tughluq dynasty) | Delhi Sultanate (Sayyid dynasty) | Delhi Sultanate (Tughluq) | Delhi Sultanate (Lodi dynasty) | Delhi Sultanate (Khalji dynasty)
safavid_empire,existing_polity,Safavid dynasty (Herat,,11,afghanistan|turkmenistan|arabia|armenia|georgia|iraq|iran,Safavid dynasty (Herat — major Safavid city) | Safavid dynasty (disputed with Mughals) | Safavid dynasty (Merv contested with Khorasan) | Safavid dynasty | Safavid (Bahrain · Hormuz) | Safavid Persia (eastern Armenia) | Safavid–Ottoman frontier wars | Safavid Empire | Safavid (collapse)
afsharid_dynasty,existing_polity,Afsharid dynasty,,18,afghanistan|turkmenistan|uzbekistan|armenia|azerbaijan|georgia|iran|india|pakistan,Afsharid dynasty (Nadir Shah reconquered Herat) | Afsharid dynasty (Nadir Shah defeated Hotakis) | Afsharid dynasty | Afsharid dynasty (Nadir Shah — reunited Merv) | Afsharid dynasty (suzerainty) | Afsharid suzerainty | Afsharid Dynasty | Afsharid — Nadir Shah sacks Delhi (1739) | Afsharid dynasty — Nadir Shah sacks Delhi (1739)
durrani_empire,existing_polity,Durrani Empire (Ahmad Shah,,9,afghanistan|iran|india|pakistan,Durrani Empire (Ahmad Shah — Afghan unification) | Durrani Empire (original Durrani capital) | Durrani Empire | Durrani Empire (capital moved to Kabul 1776) | Durrani Empire (Punjab raids · Battle of Panipat 1761) | Durrani Empire — Punjab as Afghan territory | Durrani Empire — Kashmir
hotak_dynasty,existing_polity,Hotak dynasty (Ghilzai Pashtun,,7,afghanistan|iran|pakistan,Hotak dynasty (Ghilzai Pashtun — founded in Kandahar) | Hotak dynasty (briefly held Kabul) | Hotaki Afghan | Hotak dynasty (invasion of Punjab)
mughal_empire,existing_polity,Mughal Empire,,11,afghanistan|india|pakistan,Mughal Empire (Shah Jahan conquered Balkh 1646) | Mughal Empire (Babur — Kabul capital 1504) | Mughal Empire — Akbar the Great | Mughal Empire — Bengal Subah | Mughal Empire — Jahangir · Shah Jahan · Aurangzeb | Mughal conquest of Deccan Sultanates (Aurangzeb) | Mughal Empire (crumbling) | Mughal Empire (nominal) | Mughal Empire — Sindh Subah | Mughal Empire — Punjab & Lahore Subah | Mughal Empire — Kashmir Subah
kabul_emirate_emirate_of_afghanistan,regime,Kabul Emirate (Barakzai) → Emirate of Afghanistan,Kabul Emirate → Emirate of Afghanistan,1,afghanistan,Kabul Emirate (Barakzai) → Emirate of Afghanistan
anglo_afghan_wars_great_game,event,Anglo-Afghan Wars · Great Game,,1,afghanistan,Anglo-Afghan Wars (1st · 2nd · 3rd) · Great Game
semi_autonomous_principality_emirate_of_afghanistan,polity,Semi-autonomous principality → Emirate of Afghanistan,,1,afghanistan,Semi-autonomous principality → Emirate of Afghanistan
soviet_afghan_war,event,Soviet-Afghan War,,1,afghanistan,Soviet-Afghan War
andronovo_alakul_culture,culture,Andronovo → Alakul culture,,1,kazakhstan,Andronovo → Alakul culture
saka,existing_polity,Saka · Massagetae,,3,kazakhstan|turkmenistan|xinjiang,Saka · Massagetae (Caspian steppe) | Saka / Massagetae | Saka / Indo-Iranian influx
dahae,existing_polity,Dahae,,2,kazakhstan|turkmenistan,Dahae | Dahae / Parni (proto-Parthian nomads)
kangju,existing_polity,Kangju Kingdom,,3,kazakhstan|uzbekistan|xinjiang,Kangju Kingdom | Kangju (Kang kingdom) | Kangju (far northwest)
yuezhi,existing_polity,Yuezhi,,5,kazakhstan|turkmenistan|uzbekistan|xinjiang|mongolia,Yuezhi (before westward migration) | Yuezhi (Da Yuezhi) | Yuezhi (before westward migration 176 BCE) | Yuezhi (月氏)
xiongnu,existing_polity,Xiongnu Confederation,,20,kazakhstan|xinjiang|china|manchuria|mongolia,Xiongnu Confederation (western fringe) | Xiongnu Confederation | Yueban Kingdom (remnant Xiongnu) | Xiongnu (supreme after 176 BCE) | Xiongnu dominance (interlude) | Xiongnu (dominant in north) | Yueban (悅般 — Northern Xiongnu remnant) | Lushui Hu (盧水胡 — Xiongnu-related) | Xiongnu confederation forming | Xiongnu Empire (匈奴) | Xiongnu Empire | Xiongnu — split into Northern / Southern | Southern Xiongnu (vassals) | Northern Xiongnu → expelled westward | Xiongnu — from 209 BCE | Xiongnu forming | Northern Xiongnu (北匈奴) | Southern Xiongnu (南匈奴)
hunnic_empire,existing_polity,Hunnic Empire,,7,kazakhstan|hungary|romania|ukraine,Hunnic Empire | Hunnic Empire (capital near Tisza) | Hunnic Empire → Goths/Sarmatians | Hunnic Empire · Alans · Free Dacians remnants | Hunnic Empire → Slavic migration | Sarmatians (Alans) → Hunnic Empire
rouran_khaganate,existing_polity,Rouran Khaganate,,5,kazakhstan|xinjiang|china|mongolia,Rouran Khaganate (suzerainty) | Rouran Khaganate | Rouran Khaganate (柔然)
goktürk_khaganate,existing_polity,Göktürk Khaganate,,8,kazakhstan|china|russia|iran,Göktürk Khaganate (Western wing) | Göktürk Khaganate | Rouran → Göktürk Khaganate (突厥) | Göktürk Khaganate (Eastern · Western) | Indigenous peoples · Göktürk Khaganate influence
turgesh_khaganate,existing_polity,Turgesh Khaganate,,3,kazakhstan|uzbekistan|xinjiang,Turgesh Khaganate | Turgesh Khaganate (Ili Valley)
khazar_khaganate,existing_polity,Khazar Khaganate,,6,kazakhstan|russia|ukraine|georgia,Khazar Khaganate | Khazar Khaganate (south steppe) | Khazar Khaganate (partly) | Khazar Khaganate · Byzantine Chersonesus | Khazar Khaganate — raids
uyghur_khaganate,existing_polity,Uyghur Khaganate,,6,kazakhstan|xinjiang|china|mongolia,Uyghur Khaganate (suzerainty) | Uyghur Khaganate | Uyghur Khaganate (Orkhon heartland / reach here) | Uyghur Khaganate (回鹘) | Uyghur Khaganate (回鶻)
pechenegs,existing_polity,Pechenegs,,5,kazakhstan|romania|ukraine,Pechenegs (origin here → move west) | Pechenegs (from c.895 CE) | Pechenegs → Cumans | Pechenegs → Cumans (dominant) | Pechenegs (from c.900)
oghuz_yabgu_state,polity,Oghuz Yabgu State,,1,kazakhstan,Oghuz Yabgu State (declining)
kara_khanid_khanate,existing_polity,Kara-Khanid Khanate,,8,kazakhstan|turkmenistan|uzbekistan|xinjiang,Kara-Khanid Khanate (Zhetysu) | Kara-Khanid (eastern fringe) | Kara-Khanid Khanate | Kara-Khanid Khanate (first Islamic Turkic state — Kashgar capital) | Kara-Khanid Khanate (eastern wing) | Kara-Khanid (northern fringe)
qara_khitai,existing_polity,Qara Khitai,,6,kazakhstan|uzbekistan|xinjiang,Qara Khitai (Western Liao) | Qara Khitai / Western Liao
golden_horde,existing_polity,Golden Horde (Blue Horde,,12,kazakhstan|uzbekistan|romania|russia|ukraine,Golden Horde (Blue Horde — Ural) | Golden Horde (White Horde — Aral) | Golden Horde (Kipchak Khanate) | Golden Horde (post-Mongol invasion) | Golden Horde suzerainty — 'Tatar Yoke' | Golden Horde — Sarai (capital on lower Volga) | Golden Horde → Kazan Khanate | Mongol Golden Horde suzerainty | Mongol Golden Horde | Mongol Golden Horde — Crimean ulus | Golden Horde disintegrating
kazakh_khanate,existing_polity,Kazakh Khanate,,4,kazakhstan|xinjiang,Kazakh Khanate (Small Zhuz) | Kazakh Khanate (Middle Zhuz) | Kazakh Khanate (Great Zhuz) | Kazakh Khanate (northwestern range)
dzungar_khanate,existing_polity,Dzungar Khanate pressure,,5,kazakhstan|xinjiang|china|mongolia,Dzungar Khanate pressure | Oirat → Dzungar Khanate forming | Dzungar Khanate (peak power — capital: Ghulja/Yining) | Dzungar Khanate conquest | Dzungar Khanate (準噶爾)
russian_empire,existing_polity,Russian Empire,,44,kazakhstan|turkmenistan|uzbekistan|manchuria|mongolia|baltic|belarus|romania|russia|scandinavia|ukraine|armenia|azerbaijan|georgia|iran,Russian Empire (Small Zhuz protectorate) | Russian Empire (Zakaspi Oblast) | Russian Empire (Syr-Darya Oblast · Russian Turkestan) | Russian Empire (Akmolinsk / Turgai Oblast) | Russian Empire (Semirechye Oblast) | Russian Empire (Transcaspia Oblast — conquest of Merv) | Russian Empire — Battle of Geok-Tepe (Tekke defeated) | Russian Empire (Khiva Protectorate) | Russian Empire (Bukhara Protectorate) | Russian Empire (Kokand Protectorate) | Russian Empire — Fergana Oblast (direct rule) | Russian Empire — Amur | Russian Empire — CER · Trans-Siberian Rwy | Russian Empire | Russian Empire — Governorate of Estonia (Reval) | Russian Empire (Partitions of Poland 1795) | Russian Empire — Partitions of Poland | Russian Empire annexes Bessarabia | Russian Empire — Bessarabia (east of Prut) | Russian Empire (proclaimed 1721) | Russian Empire — Volga-Don region | Russian Empire — Siberian expansion continues | Russian Empire — Napoleonic era | Russian Empire — Caucasus wars | Russian Empire — East Siberia · Amur acquired from China | Russian Empire — emancipation of serfs (1861) · industrialisation | Russian Empire — Trans-Siberian Railway | Russian Empire — Trans-Siberian Railway · Russo-Japanese War | Grand Duchy of Finland (Russian Empire — autonomous) | Russian Empire absorbs Right Bank | Russian Empire — New Russia (Novorossiya) | Russian Empire — Crimea annexed | Russian Empire — Kyiv guberniya | Russian Empire — Novorossiya · Odessa (founded 1794) | Russian Empire — Taurida guberniya | Russian Empire (after Turkmenchay) | Russian Empire (Gulistan Treaty) | Russian Empire (Baku Governorate) | Russian Empire (Tiflis Governorate) | Russian Empire (ceded territories) | Russian Empire (occupied)
qing_empire,regime,Qing Empire (Great Zhuz suzerainty),Qing Empire,1,kazakhstan,Qing Empire (Great Zhuz suzerainty)
turkestan_assr,existing_polity,Turkestan ASSR,,5,kazakhstan|turkmenistan|uzbekistan,Turkestan ASSR | Turkestan ASSR (Semirechye) | Turkestan ASSR (Fergana Oblast) | Turkestan ASSR (Fergana)
media,unclassified,Media,,1,turkmenistan,Media (suzerainty)
kara_koyunlu,existing_polity,Kara Koyunlu (Black Sheep,,11,turkmenistan|armenia|azerbaijan|georgia|iraq|iran,Kara Koyunlu (Black Sheep — western fringe) | Kara Koyunlu (Black Sheep) | Kara Koyunlu border raids | Kara Koyunlu | Kara Koyunlu · Ak Koyunlu
aq_qoyunlu,existing_polity,Aq Qoyunlu (White Sheep,,7,turkmenistan|armenia|azerbaijan|georgia|iran,Aq Qoyunlu (White Sheep — western fringe) | Aq Qoyunlu (White Sheep) | Aq Qoyunlu
khanate_of_bukhara,existing_polity,Khanate of Bukhara,,2,turkmenistan|uzbekistan,Khanate of Bukhara (Merv region) | Khanate of Bukhara
khanate_of_khiva,existing_polity,Khanate of Khiva / Bukhara,,2,turkmenistan|uzbekistan,Khanate of Khiva / Bukhara (contested) | Khanate of Khiva
qajar_dynasty,existing_polity,Qajar dynasty,,12,turkmenistan|armenia|azerbaijan|iran,Qajar dynasty (Iran) | Qajar Iran (suzerain) | Qajar Iran (suzerain of khanates) | Qajar Iran | Qajar (consolidating) | Qajar Dynasty
indo_european_migrations,event,Indo-European migrations,,1,uzbekistan,Indo-European migrations (West & East Iranian)
parthia,unclassified,Parthia,,1,uzbekistan,Parthia (suzerainty)
wusun,existing_polity,Wusun,,3,uzbekistan|xinjiang,"Wusun | Wusun (Ili Valley) | Wusun (Ili Valley, semi-autonomous)"
gokturk_empire_western_turks,polity,Göktürk Empire → Western Turks,,4,uzbekistan|xinjiang,Göktürk Empire → Western Turks | Göktürk Empire → Western Turks (Ön Oq)
moghulistan,existing_polity,Eastern Chagatai,,3,uzbekistan|xinjiang,Eastern Chagatai (Moghulistan) | Moghulistan Khanate (capital: Almaliq → Kashgar) | Moghulistan Khanate (eastern)
khanate_of_kokand,existing_polity,Khanate of Kokand,,1,uzbekistan,Khanate of Kokand
shule_suoche_forming,event,Shule · Suoche forming,,1,xinjiang,Shule (Kashgar) · Suoche (Yarkand) forming
saka_city_states_forming,polity,Saka city-states forming,,1,xinjiang,Saka city-states forming
yanqi_city_state_forming,polity,Yanqi city-state forming,,1,xinjiang,Yanqi (Karasahr) city-state forming
western_han_protectorate_of_western_regions,regime,Western Han Protectorate of Western Regions (都護府),Western Han Protectorate of Western Regions,1,xinjiang,Western Han Protectorate of Western Regions (都護府)
eastern_han_protectorate_of_western_regions,regime,Eastern Han Protectorate of Western Regions,Eastern Han Protectorate of Western Regions,1,xinjiang,Eastern Han Protectorate of Western Regions
semi_independent_city_states_kushan_influence,polity,Semi-independent city-states · Kushan influence,,1,xinjiang,Semi-independent city-states · Kushan influence
xianbei,existing_polity,Xianbei,,4,xinjiang|china|manchuria|mongolia,Xianbei | Xianbei (Murong · Tuoba) | Xianbei (鮮卑) — dominant steppe power
later_liang,existing_polity,Later Liang · Northern Liang,,3,xinjiang|china,Later Liang · Northern Liang | Later Liang (後梁) | Later Liang (后梁)
northern_liang,unclassified,Northern Liang,,1,xinjiang,Northern Liang (capital briefly at Gaochang)
northern_wei,existing_polity,Northern Wei tributary,,4,xinjiang|china|manchuria|mongolia,Northern Wei tributary | Northern Wei (北魏) | Northern Wei
western_wei,existing_polity,Western Wei / Northern Zhou tributary,,2,xinjiang|mongolia,Western Wei / Northern Zhou tributary | Western Wei (西魏) · Eastern Wei (東魏)
sui_dynasty,existing_polity,Sui Dynasty,,5,xinjiang|china|manchuria|mongolia|vietnam,Sui Dynasty (tributary) | Sui Dynasty (隋) | Sui | Sui (隋) | Sui dynasty — Giao Châu
gokturk_empire_eastern_turks,polity,Göktürk Empire → Eastern Turks,,1,xinjiang,Göktürk Empire (Altai heartland) → Eastern Turks
xueyantuo,existing_polity,Xueyantuo,,2,xinjiang|mongolia,Xueyantuo | Xueyantuo (薛延陀)
tibetan_empire,existing_polity,Tibetan Empire occupation,,6,xinjiang|china|tibet,Tibetan Empire (吐蕃) occupation | Tibetan Empire | Tibetan Empire (吐蕃) | Tibetan Empire — Songtsen Gampo · Trisong Detsen | Tibetan Empire (periphery)
samanid_influence,regime,Samanid influence (far west Kashgaria),Samanid influence,1,xinjiang,Samanid influence (far west Kashgaria)
second_turkic_khaganate,existing_polity,Second Türkic Khaganate,,3,xinjiang|mongolia,Second Türkic Khaganate | Second Türkic Khaganate (heartland) | Second Turkic Khaganate (後突厥)
ghaznavid_influence,regime,Ghaznavid influence (far west),Ghaznavid influence,1,xinjiang,Ghaznavid influence (far west)
seljuk_suzerainty,regime,Seljuk suzerainty (western Kashgaria),Seljuk suzerainty,1,xinjiang,Seljuk suzerainty (western Kashgaria)
timurid_influence,regime,Timurid influence (western Tarim),Timurid influence,1,xinjiang,Timurid influence (western Tarim)
